,ID,Source,TMC,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight,acc_year,acc_month,acc_hr_day,new_date,day_name
3469784,A-3469948,Bing,,2,2019-06-05 17:13:37,2019-06-05 17:41:10,40.781279999999995,-73.9441,0.221,At 96th St/Exit 14 - Accident.,,FDR Dr N,R,New York,New York,NY,10128,US,US/Eastern,KNYC,2019-06-05 16:51:00,77.0,77.0,64.0,29.63,10.0,VAR,5.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,6,17,2019-06-05,Wednesday
3469807,A-3469971,Bing,,2,2019-06-05 21:15:07,2019-06-05 21:44:01,40.819112,-73.93426,0.215,At 8th Ave/155th St/Exit 23 - Accident. Right lane blocked.,,Harlem River Dr N,R,New York,New York,NY,10037,US,US/Eastern,KNYC,2019-06-05 20:51:00,76.0,,74.0,29.6,8.0,,,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day,2019,6,21,2019-06-05,Wednesday
3470371,A-3470535,Bing,,3,2019-06-06 18:10:45,2019-06-06 18:40:29,40.74434,-73.97124000000001,0.311,At 42nd St/Exit 9 - Accident. Two lanes blocked.,,FDR Dr N,R,New York,New York,NY,10016,US,US/Eastern,KNYC,2019-06-06 17:51:00,80.0,80.0,52.0,29.62,10.0,VAR,5.0,0.0,Mostly Cloudy,True,False,False,False,True,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2019,6,18,2019-06-06,Thursday
3470379,A-3470543,Bing,,2,2019-06-06 20:07:01,2019-06-06 20:36:03,40.710679999999996,-74.00272,0.946,Between Centre St and Cadman Plaza - Accident. Left lane blocked.,,Brooklyn Bridge Walkway,R,New York,New York,NY,10038,US,US/Eastern,KJRB,2019-06-06 19:51:00,78.0,78.0,52.0,29.66,10.0,VAR,3.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,6,20,2019-06-06,Thursday
3470381,A-3470545,Bing,,2,2019-06-06 19:50:31,2019-06-06 20:17:27,40.74434,-73.97124000000001,0.311,At 42nd St/Exit 9 - Accident. Left lane blocked.,,FDR Dr N,R,New York,New York,NY,10016,US,US/Eastern,KNYC,2019-06-06 19:51:00,78.0,78.0,52.0,29.66,10.0,VAR,3.0,0.0,Cloudy,True,False,False,False,True,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2019,6,19,2019-06-06,Thursday
3470400,A-3470564,Bing,,2,2019-06-07 00:30:15,2019-06-07 01:00:07,40.83297,-73.95014,0.353,At 158th St/Exit 13 - Accident. Right lane blocked.,,Henry Hudson Pkwy N,R,New York,New York,NY,10031,US,US/Eastern,KNYC,2019-06-07 00:51:00,71.0,71.0,66.0,29.72,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2019,6,0,2019-06-07,Friday
3472051,A-3472215,Bing,,4,2019-06-10 21:15:19,2019-06-10 21:44:08,40.761175,-73.983432,0.18100000000000002,Closed at Park Ave - Road closed due to accident. Police activity ongoing.,761.0, 7th Ave,R,New York,New York,NY,10019-6806,US,US/Eastern,KNYC,2019-06-10 21:28:00,69.0,69.0,93.0,29.75,1.0,VAR,3.0,0.0,Fog,True,False,True,False,False,False,True,False,True,False,False,True,False,Night,Night,Day,Day,2019,6,21,2019-06-10,Monday
3472057,A-3472221,Bing,,4,2019-06-10 20:59:33,2019-06-10 21:28:09,40.760529999999996,-73.97994,0.22,Closed at RT-9A/12th Ave - Road closed due to accident. Police activity ongoing.,1280.0, Avenue of the Americas,R,New York,New York,NY,10104-0012,US,US/Eastern,KNYC,2019-06-10 20:51:00,68.0,68.0,96.0,29.75,2.0,ESE,3.0,0.0,Fog,False,False,False,False,False,False,True,False,False,False,False,True,False,Night,Day,Day,Day,2019,6,20,2019-06-10,Monday
3472578,A-3472742,Bing,,2,2019-06-11 15:54:23,2019-06-11 16:22:04,40.799978,-73.926866,0.13,At FDR Dr/2nd Ave/Harlem River Dr - Accident. Right lane blocked.,,Robert F Kennedy Brg,R,New York,New York,NY,10035,US,US/Eastern,KNYC,2019-06-11 15:51:00,76.0,76.0,38.0,29.8,10.0,VAR,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2019,6,15,2019-06-11,Tuesday
3472602,A-3472766,Bing,,2,2019-06-11 20:40:05,2019-06-11 21:09:00,40.710679999999996,-74.00272,0.946,Between Centre St and Cadman Plaza - Accident. Left lane blocked.,,Brooklyn Bridge Walkway,R,New York,New York,NY,10038,US,US/Eastern,KJRB,2019-06-11 20:51:00,72.0,72.0,33.0,29.88,10.0,VAR,6.0,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day,2019,6,20,2019-06-11,Tuesday
3473089,A-3473253,Bing,,2,2019-06-12 08:50:34,2019-06-12 09:19:18,40.798604,-73.923638,0.348,At FDR Dr/2nd Ave/Harlem River Dr - Accident. Lane blocked.,,Robert F Kennedy Brg,R,New York,New York,NY,10035,US,US/Eastern,KNYC,2019-06-12 08:51:00,67.0,67.0,49.0,30.05,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,6,8,2019-06-12,Wednesday
3473741,A-3473905,Bing,,2,2019-06-13 15:29:33,2019-06-13 15:57:44,40.76011,-73.96229,1.318,Between E 59th St and Bridge Plz S/Queens Plz S - Accident. Lane blocked.,,Ed Koch Queensboro Brg,R,New York,New York,NY,10022,US,US/Eastern,KNYC,2019-06-13 15:51:00,63.0,63.0,75.0,29.61,10.0,E,7.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,6,15,2019-06-13,Thursday
3473773,A-3473937,Bing,,2,2019-06-13 19:40:50,2019-06-13 20:10:12,40.849537,-73.941519,0.011000000000000001,At RT-9/US-9/Hudson Pky/178th St - Accident.,,I-95 S,R,New York,New York,NY,10033,US,US/Eastern,KNYC,2019-06-13 19:51:00,63.0,63.0,78.0,29.61,10.0,E,5.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,6,19,2019-06-13,Thursday
3473779,A-3473943,Bing,,2,2019-06-14 00:42:19,2019-06-14 01:10:22,40.777502,-73.94267099999999,0.134,At 96th St/Exit 14 - Accident. Left lane blocked.,,FDR Dr N,R,New York,New York,NY,10028,US,US/Eastern,KNYC,2019-06-14 00:51:00,60.0,60.0,96.0,29.64,4.0,VAR,3.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2019,6,0,2019-06-14,Friday
3474281,A-3474445,Bing,,3,2019-06-14 09:22:05,2019-06-14 09:51:48,40.785,-73.94091,0.409,At 96th St/Exit 14 - Accident.,,FDR Dr S,R,New York,New York,NY,10029,US,US/Eastern,KNYC,2019-06-14 09:51:00,63.0,63.0,65.0,29.72,10.0,VAR,7.0,0.0,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,6,9,2019-06-14,Friday
3474322,A-3474486,Bing,,3,2019-06-14 18:02:33,2019-06-14 18:32:19,40.77882,-73.94335,0.11,At 79th St - Accident. Two lanes blocked.,,FDR Dr S,R,New York,New York,NY,10128,US,US/Eastern,KNYC,2019-06-14 17:51:00,73.0,73.0,35.0,29.78,10.0,W,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,6,18,2019-06-14,Friday
3474713,A-3474877,Bing,,3,2019-06-15 18:46:26,2019-06-15 19:16:04,40.762190000000004,-74.00743,0.5660000000000001,Between Lincoln Tunnel East and Lincoln Tunnel West - Accident.,,Lincoln Tunl W,R,New York,New York,NY,10019,US,US/Eastern,KNYC,2019-06-15 18:51:00,77.0,77.0,39.0,29.83,10.0,VAR,6.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,6,18,2019-06-15,Saturday
3475074,A-3475238,Bing,,2,2019-06-17 05:20:54,2019-06-17 05:50:23,40.84968,-73.941917,0.068,At RT-9A/Henry Hudson Pky - Accident.,,I-95 S,R,New York,New York,NY,10033,US,US/Eastern,KNYC,2019-06-17 04:51:00,70.0,70.0,84.0,29.75,10.0,N,3.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day,2019,6,5,2019-06-17,Monday
3475141,A-3475305,Bing,,2,2019-06-17 17:03:44,2019-06-17 17:33:12,40.847207,-73.93396800000001,0.0,At Amsterdam Ave/Harlem River Dr - Accident. Lane blocked.,,I-95 N,R,New York,New York,NY,10033,US,US/Eastern,KNYC,2019-06-17 16:51:00,74.0,74.0,73.0,29.84,10.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,6,17,2019-06-17,Monday
3475154,A-3475318,Bing,,2,2019-06-17 19:24:41,2019-06-17 19:54:11,40.830148,-73.934945,0.174,At 8th Ave/155th St/Exit 23 - Accident. Left lane blocked.,,Harlem River Dr N,R,New York,New York,NY,10039,US,US/Eastern,KNYC,2019-06-17 19:51:00,73.0,,73.0,29.84,10.0,,,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,6,19,2019-06-17,Monday
3475527,A-3475691,Bing,,2,2019-06-18 07:38:12,2019-06-18 08:07:14,40.72513,-74.00699,1.571,Between Broome St and 14th St/Boyle Plz - Accident. Lane blocked.,41.0, Dominick St,R,New York,New York,NY,10013-1404,US,US/Eastern,KJRB,2019-06-18 07:51:00,70.0,70.0,93.0,29.82,0.5,CALM,0.0,0.1,Light Rain,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2019,6,7,2019-06-18,Tuesday
3475618,A-3475782,Bing,,2,2019-06-18 18:52:27,2019-06-18 19:21:07,40.710679999999996,-74.00272,0.946,Between Centre St and Cadman Plaza - Accident. Right lane blocked.,,Brooklyn Bridge Walkway,R,New York,New York,NY,10038,US,US/Eastern,KJRB,2019-06-18 18:51:00,70.0,70.0,97.0,29.71,1.0,VAR,3.0,0.1,Fog,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,6,18,2019-06-18,Tuesday
3476079,A-3476243,Bing,,2,2019-06-19 05:54:40,2019-06-19 06:24:06,40.847159999999995,-73.93349,0.001,Between Amsterdam Ave/Harlem River Dr and RT-9/US-9/Hudson Pky/178th St - Accident. Lane blocked.,,Trans-Manhattan Expy W,R,New York,New York,NY,10033,US,US/Eastern,KNYC,2019-06-19 05:51:00,67.0,67.0,97.0,29.73,1.0,CALM,0.0,0.0,Fog,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,6,5,2019-06-19,Wednesday
3476136,A-3476300,Bing,,2,2019-06-19 17:23:28,2019-06-19 17:51:26,40.746657,-73.969247,0.171,Between 42nd St/Exit 9 and 49th St/Exit 10 - Accident. Left lane blocked.,,FDR Dr S,R,New York,New York,NY,10016,US,US/Eastern,KNYC,2019-06-19 17:16:00,69.0,69.0,93.0,29.65,3.0,VAR,5.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,6,17,2019-06-19,Wednesday
3476148,A-3476312,Bing,,2,2019-06-19 20:05:24,2019-06-19 20:33:33,40.781946999999995,-73.928515,0.35600000000000004,At Robert F Kennedy Brg - Accident. Lane blocked.,,Robert F Kennedy Brg E,R,New York,New York,NY,10035,US,US/Eastern,KNYC,2019-06-19 20:01:00,68.0,68.0,96.0,29.64,3.0,VAR,3.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,6,20,2019-06-19,Wednesday
3476644,A-3476808,Bing,,2,2019-06-20 19:43:27,2019-06-20 20:12:04,40.800531,-73.974503,0.242,At 95th St/96th St - Accident. Lane blocked.,,Henry Hudson Pkwy S,R,New York,New York,NY,10024,US,US/Eastern,KNYC,2019-06-20 19:51:00,72.0,72.0,93.0,29.32,10.0,VAR,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,6,19,2019-06-20,Thursday
3476646,A-3476810,Bing,,2,2019-06-20 19:43:27,2019-06-20 20:12:04,40.757903000000006,-73.957166,0.01,At Bridge Plz S/Queens Plz S - Accident. Left lane blocked.,,Ed Koch Queensboro Brg E,R,New York,New York,NY,10044,US,US/Eastern,KNYC,2019-06-20 19:51:00,72.0,72.0,93.0,29.32,10.0,VAR,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,6,19,2019-06-20,Thursday
3476656,A-3476820,Bing,,2,2019-06-20 23:17:10,2019-06-20 23:46:02,40.84598,-73.93016999999999,0.192,Between Washington Brg Upper LVL Split and Amsterdam Ave/Harlem River Dr - Accident. Right lane blocked.,,Alexander Hamilton Brg W,R,New York,New York,NY,10033,US,US/Eastern,KNYC,2019-06-20 22:51:00,73.0,73.0,96.0,29.32,4.0,WSW,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2019,6,23,2019-06-20,Thursday
3477162,A-3477326,Bing,,2,2019-06-21 07:17:10,2019-06-21 07:46:32,40.76011,-73.96229,1.318,Between E 59th St and Bridge Plz S/Queens Plz S - Accident. Lane blocked.,,Ed Koch Queensboro Brg,R,New York,New York,NY,10022,US,US/Eastern,KNYC,2019-06-21 07:11:00,69.0,69.0,96.0,29.33,9.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,6,7,2019-06-21,Friday
3478046,A-3478210,Bing,,3,2019-06-24 12:19:27,2019-06-24 12:47:18,40.782954,-73.943927,0.0,At 96th St/Exit 14 - Accident.,,FDR Dr S,R,New York,New York,NY,10029,US,US/Eastern,KNYC,2019-06-24 11:51:00,82.0,82.0,37.0,29.73,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2019,6,12,2019-06-24,Monday
3478060,A-3478224,Bing,,2,2019-06-24 14:37:27,2019-06-24 15:07:20,40.85002,-73.94399,0.899,Between Amsterdam Ave/Harlem River Dr and Hudson Ter/Palisades Pky - Accident. Right lane blocked.,,George Washington Brg,R,New York,New York,NY,10033,US,US/Eastern,KNYC,2019-06-24 14:51:00,82.0,82.0,39.0,29.71,10.0,CALM,0.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,6,14,2019-06-24,Monday
3479038,A-3479202,Bing,,3,2019-06-26 07:22:52,2019-06-26 07:50:41,40.785,-73.94091,0.409,At 96th St/Exit 14 - Accident.,,FDR Dr S,R,New York,New York,NY,10029,US,US/Eastern,KNYC,2019-06-26 07:51:00,74.0,74.0,73.0,29.88,10.0,VAR,3.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,6,7,2019-06-26,Wednesday
3479098,A-3479262,Bing,,3,2019-06-26 15:48:24,2019-06-26 16:18:05,40.80245,-73.9303,0.129,At I-278/Triboro Brg/Exit 17 - Accident. Two lanes blocked.,,FDR Dr S,R,New York,New York,NY,10035,US,US/Eastern,KNYC,2019-06-26 15:51:00,85.0,85.0,40.0,29.84,10.0,CALM,0.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,6,15,2019-06-26,Wednesday
3479099,A-3479263,Bing,,3,2019-06-26 15:48:24,2019-06-26 16:18:05,40.80277,-73.93039,0.023,At I-87/Willis Ave Brg/Exit 18 - Accident. Two lanes blocked.,,Willis Avenue Brg,R,New York,New York,NY,10035,US,US/Eastern,KNYC,2019-06-26 15:51:00,85.0,85.0,40.0,29.84,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2019,6,15,2019-06-26,Wednesday
3480884,A-3481048,Bing,,4,2019-06-30 04:55:05,2019-06-30 05:24:33,40.848729999999996,-73.94142,0.027000000000000003,Ramp closed to I-95/US-1/US-9/RT-9A/Riverside Dr - Road closed due to accident.,6.0, Cabrini Blvd,L,New York,New York,NY,10033-5445,US,US/Eastern,KNYC,2019-06-30 04:51:00,72.0,72.0,81.0,29.65,10.0,VAR,3.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Day,Day,Day,2019,6,4,2019-06-30,Sunday
3480893,A-3481057,Bing,,3,2019-06-30 18:05:36,2019-06-30 18:34:16,40.72826,-73.97163,0.628,At Avenue C/20th St/23rd St/Exit 7 - Accident.,,FDR Dr N,R,New York,New York,NY,10009,US,US/Eastern,KJRB,2019-06-30 17:51:00,78.0,,43.0,29.62,10.0,,,0.0,Mostly Cloudy,True,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,6,18,2019-06-30,Sunday
3481178,A-3481342,Bing,,2,2019-05-31 06:05:31,2019-05-31 06:35:10,40.847159999999995,-73.93349,0.583,Between Amsterdam Ave/Harlem River Dr and RT-9/US-9/Hudson Pky/178th St - Accident. Lane blocked.,,Trans-Manhattan Expy W,R,New York,New York,NY,10033,US,US/Eastern,KNYC,2019-05-31 05:51:00,63.0,63.0,97.0,29.56,5.0,CALM,0.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,5,6,2019-05-31,Friday
3481216,A-3481380,Bing,,2,2019-05-31 15:08:36,2019-05-31 15:36:24,40.74434,-73.97124000000001,0.311,At 42nd St/Exit 9 - Accident. Right lane blocked.,,FDR Dr N,R,New York,New York,NY,10016,US,US/Eastern,KNYC,2019-05-31 14:51:00,76.0,76.0,50.0,29.62,10.0,WNW,5.0,0.0,Fair,True,False,False,False,True,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2019,5,15,2019-05-31,Friday
3481228,A-3481392,Bing,,2,2019-05-31 16:15:21,2019-05-31 16:42:52,40.789095,-73.92737199999999,0.0,At Robert F Kennedy Brg - Accident. Right lane blocked.,,Robert F Kennedy Brg W,R,New York,New York,NY,10035,US,US/Eastern,KNYC,2019-05-31 15:51:00,78.0,,46.0,29.61,10.0,,,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,5,16,2019-05-31,Friday
3481729,A-3481893,Bing,,4,2019-06-01 04:44:30,2019-06-01 09:24:26,40.764651,-73.95241899999999,0.048,At 71st St/Exit 13 - Overturned vehicle.,,FDR Dr S,R,New York,New York,NY,10021,US,US/Eastern,KNYC,2019-06-01 04:51:00,64.0,64.0,84.0,29.68,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day,2019,6,4,2019-06-01,Saturday
3481746,A-3481910,Bing,,3,2019-06-01 19:50:32,2019-06-01 20:20:12,40.848411,-73.93614699999999,0.192,At RT-9A/Henry Hudson Pky - Accident.,,Wadsworth Ave,R,New York,New York,NY,10033,US,US/Eastern,KNYC,2019-06-01 19:51:00,70.0,70.0,65.0,29.64,10.0,SSE,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2019,6,19,2019-06-01,Saturday
3482323,A-3482487,Bing,,2,2019-08-26 18:02:32,2019-08-26 18:32:01,40.847408,-73.934063,0.0,At RT-9/US-9/Hudson Pky/178th St - Accident. Lane blocked.,,I-95 S,R,New York,New York,NY,10033,US,US/Eastern,KNYC,2019-08-26 17:51:00,71.0,71.0,61.0,30.01,10.0,NE,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,8,18,2019-08-26,Monday
3484267,A-3484431,Bing,,2,2019-08-28 09:34:14,2019-08-28 10:02:06,40.785609,-73.93995699999999,0.26,Between 106th St/Exit 15 and 96th St/Exit 14 - Accident. Left lane blocked.,,FDR Dr N,R,New York,New York,NY,10029,US,US/Eastern,KNYC,2019-08-28 09:34:00,71.0,71.0,81.0,29.79,10.0,VAR,5.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,8,9,2019-08-28,Wednesday
3484268,A-3484432,Bing,,2,2019-08-28 09:34:14,2019-08-28 10:02:06,40.783151000000004,-73.943665,0.256,Between 96th St/Exit 14 and 106th St/Exit 15 - Accident. Left lane blocked.,,FDR Dr N,R,New York,New York,NY,10029,US,US/Eastern,KNYC,2019-08-28 09:34:00,71.0,71.0,81.0,29.79,10.0,VAR,5.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,8,9,2019-08-28,Wednesday
3484292,A-3484456,Bing,,3,2019-08-28 17:29:53,2019-08-28 17:58:17,40.84704,-73.93358,0.047,Ramp to Amsterdam Ave and Washington Brg - Accident.,,I-95 N,R,New York,New York,NY,10033,US,US/Eastern,KNYC,2019-08-28 17:51:00,72.0,72.0,91.0,29.67,10.0,VAR,3.0,0.0,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,8,17,2019-08-28,Wednesday
3484293,A-3484457,Bing,,3,2019-08-28 17:29:53,2019-08-28 17:58:17,40.846940000000004,-73.93365,0.555,Between Upper LVL Washington Brg and Amsterdam Ave - Accident.,271.0, Audubon Ave,R,New York,New York,NY,10033-6328,US,US/Eastern,KNYC,2019-08-28 17:51:00,72.0,72.0,91.0,29.67,10.0,VAR,3.0,0.0,Cloudy,False,False,False,False,True,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2019,8,17,2019-08-28,Wednesday
3485652,A-3485816,Bing,,2,2019-08-29 09:51:29,2019-08-29 10:20:05,40.796620000000004,-73.92943000000001,0.24600000000000002,Between I-278/Triboro Brg/Exit 17 and 106th St/Exit 15 - Accident. Right lane blocked.,,FDR Dr S,R,New York,New York,NY,10035,US,US/Eastern,KNYC,2019-08-29 09:51:00,72.0,72.0,61.0,29.75,10.0,VAR,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,8,9,2019-08-29,Thursday
3485653,A-3485817,Bing,,3,2019-08-29 06:48:21,2019-08-29 07:18:19,40.72826,-73.97163,0.628,At Avenue C/20th St/23rd St/Exit 7 - Accident. Two lanes blocked.,,FDR Dr N,R,New York,New York,NY,10009,US,US/Eastern,KJRB,2019-08-29 06:51:00,66.0,66.0,73.0,29.72,10.0,CALM,0.0,0.0,Fair,True,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,8,6,2019-08-29,Thursday
3485703,A-3485867,Bing,,3,2019-08-29 18:55:15,2019-08-29 19:24:26,40.85002,-73.94399200000001,0.899,Between RT-9A/Henry Hudson Pky and Hudson Ter/Palisades Pky - Accident.,,George Washington Brg,R,New York,New York,NY,10033,US,US/Eastern,KNYC,2019-08-29 18:51:00,77.0,77.0,40.0,29.77,10.0,CALM,0.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,8,18,2019-08-29,Thursday
3487189,A-3487353,Bing,,3,2019-08-30 07:31:08,2019-08-30 07:59:07,40.850590999999994,-73.94751,0.36200000000000004,At RT-9A/Henry Hudson Pky - Accident.,,George Washington Brg,R,New York,New York,NY,10032,US,US/Eastern,KNYC,2019-08-30 07:51:00,69.0,69.0,58.0,29.9,10.0,VAR,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,8,7,2019-08-30,Friday
3487203,A-3487367,Bing,,2,2019-08-30 10:08:43,2019-08-30 10:36:19,40.85002,-73.94399200000001,0.813,Between RT-9A/Henry Hudson Pky and Hudson Ter/Palisades Pky - Accident.,,George Washington Brg,R,New York,New York,NY,10033,US,US/Eastern,KNYC,2019-08-30 09:51:00,74.0,74.0,53.0,29.88,10.0,W,8.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,8,10,2019-08-30,Friday
3487221,A-3487385,Bing,,2,2019-08-30 17:42:38,2019-08-30 18:11:22,40.848440999999994,-73.936973,0.203,At Amsterdam Ave/Harlem River Dr - Accident. Lane blocked.,,I-95 N,R,New York,New York,NY,10033,US,US/Eastern,KNYC,2019-08-30 17:51:00,84.0,84.0,46.0,29.84,10.0,W,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,8,17,2019-08-30,Friday
3488785,A-3488949,Bing,,2,2019-07-01 18:38:36,2019-07-01 19:07:43,40.708729999999996,-73.99821,0.063,Ramp to Brooklyn Brg/Exit 2 - Accident. Right lane blocked.,,FDR Dr S,R,New York,New York,NY,10002,US,US/Eastern,KJRB,2019-07-01 18:51:00,81.0,81.0,44.0,29.73,10.0,WSW,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,7,18,2019-07-01,Monday
